metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,10,0.000014090285705951396,0.000011645753957192146,0.000016641164229773476,0.000008853936731587481,0.00002799676149854824,0.00003232991976528049,0.000008305713707980908,0.000019874857703921883
heading_error_deg,10,0.4466870637407552,0.38579387823334044,0.5696652545064911,0.35353807330838893,1.0317873642723523,1.3420750035484856,0.21570885584594113,0.6776652716355692
