metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.046342207199148416,0.04992442269682801,0.04995318626219347,0.018647269227867948,0.06347265120027012,0.07062605963056538,0.03252811683707473,0.0601562975612221
heading_error_deg,8,110.26335694158679,110.42440255693194,110.28396281242799,2.131799611882302,113.22219384254443,114.12398840861879,108.68409768852871,111.84261619464488
