metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.012590266340857309,0.0001869418588117745,0.024919946110523866,0.021505555273409915,0.04984181600062798,0.049848473414649576,-0.0033412719558856534,0.02852180463760027
heading_error_deg,8,0.47620845955589197,0.5220862132208463,0.5423976946332913,0.25965508312165486,0.7954233881969425,0.8481717171934198,0.283853282109655,0.668563637002129
