metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.611421707058174,0.10590365936133878,1.4741123774812368,1.3413317254063042,2.7590002290906237,4.159515224775513,-0.38225074084037836,1.6050941549567264
heading_error_deg,8,107.34569984971239,111.57332233759811,108.10940837658538,12.827505732244745,114.89012765423396,115.37399498900113,97.84295061925536,116.84844908016942
