variant,global_relocalization,multi_resolution,execution_target,scans,accepted_scans,rejected_scans,accepted_scan_rate,rejected_scan_rate,success,success_rate,execution_time_mean_ms,execution_time_p95_ms,scan_cycle_mean_ms,cpu_mean_percent,peak_rss_kb,candidate_count_mean,candidate_count_p95,global_candidate_acquisition_ms,recovery_time_ms,final_position_error_m,final_heading_error_deg,false_recovery_count
local_global_multi,true,true,rv1103,576,569,7,0.9878472222222222,0.012152777777777778,true,1,41.917661458333356,49.3475,41.94346180555553,98.66468827986115,1436,880.6822916666666,831,,1045,0.04998014631997291,0.3429779505558007,0
