variant,global_relocalization,multi_resolution,execution_target,scans,accepted_scans,rejected_scans,accepted_scan_rate,rejected_scan_rate,success,success_rate,execution_time_mean_ms,execution_time_p95_ms,scan_cycle_mean_ms,cpu_mean_percent,peak_rss_kb,candidate_count_mean,candidate_count_p95,global_candidate_acquisition_ms,recovery_time_ms,final_position_error_m,final_heading_error_deg,false_recovery_count
local_global_multi,true,true,rv1103,395,388,7,0.9822784810126582,0.017721518987341773,true,1,42.9699063291139,50.0582,42.99586582278482,98.71681418531641,1420,928.526582278481,831,,985,0.0001277934638288848,0.0988302781631552,0
