metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.05414015444616712,0.06034225681078392,0.058614211063318544,0.022460396593124207,0.07090755208272606,0.07099352743888274,0.03750125980084619,0.07077904909148805
heading_error_deg,8,1.6153858424849132,1.7303908601822955,1.935370398466492,1.0659208034181789,3.206118800179583,3.7607636287115507,0.8257406608072062,2.4050310241626205
