variant,global_relocalization,multi_resolution,execution_target,scans,accepted_scans,rejected_scans,accepted_scan_rate,rejected_scan_rate,success,success_rate,execution_time_mean_ms,execution_time_p95_ms,scan_cycle_mean_ms,tracking_time_mean_ms,tracking_time_p95_ms,tracking_time_maximum_ms,global_scan_count,global_time_mean_ms,global_time_maximum_ms,deadline_miss_count,deadline_miss_rate,resource_telemetry_complete,resource_telemetry_samples,cpu_mean_percent,cpu_p95_percent,cpu_maximum_percent,cpu_utilization_percent,matcher_cpu_mean_percent,matcher_cpu_p95_percent,cpu_time_us_total,replay_wall_time_us_total,pacing_wait_mean_ms,pacing_wait_p95_ms,rss_mean_kb,rss_p95_kb,peak_rss_kb,candidate_count_mean,candidate_count_p95,global_candidate_acquisition_ms,recovery_time_ms,final_position_error_m,final_heading_error_deg,false_recovery_count
local_global_multi,true,true,rv1103,576,569,7,0.9878472222222222,0.012152777777777778,true,1,55.204680555555576,67.47874999999999,55.2278020833333,50.95840314136128,67.24980000000001,107.706,3,866.2436666666666,1110.282,4,0.006944444444444444,true,576,66.48278626168407,82.258768175,99.8080949,66.05499227831636,98.41567807274295,99.93514002500001,39678247,60068506,33.52715451388891,63.43925,1456,1456,1456,880.6822916666666,831,,1045,0.04998014631997291,0.3429779505558007,0
