mission_command=START
[YDLIDAR] SDK initializing
[YDLIDAR] SDK has been initialized
[YDLIDAR] SDK Version: 1.2.7
[YDLIDAR] Lidar successfully connected [/dev/ttyS3:230400]
[YDLIDAR] Lidar running correctly! The health status: good
Current Lidar Model Code 151
[YDLIDAR] Baseplate device info
Firmware version: 1.2
Hardware version: 1
Model: Tmini Plus
Serial: 2025042300090381
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Lidar init success, Elapsed time 1041 ms
[YDLIDAR] Create thread 0xA69424C0
[YDLIDAR] Successed to start scan mode, Elapsed time 2097 ms
[YDLIDAR] Scan Frequency: 10.00Hz
[YDLIDAR] Fixed Size: 400
[YDLIDAR] Sample Rate: 4.00K
[YDLIDAR] Successed to check the lidar, Elapsed time 0 ms
[2026-07-25 01:35:43][info] [YDLIDAR] Now lidar is scanning...
lidar_state=RUNNING
x=2.95 y=1.45 yaw=-0.0436336 score=0.985144 valid=1 mode=global state=RECOVERED evaluated=15444 execution_us=914868 reason=initial_global_pose_accepted
x=2.95 y=1.45 yaw=-0.0620211 score=0.98914 valid=1 mode=tracking state=RECOVERED evaluated=807 execution_us=49762 reason=recovery_confirmation_pending
x=2.95 y=1.45 yaw=-0.0629552 score=0.987528 valid=1 mode=tracking state=RECOVERED evaluated=807 execution_us=49099 reason=recovery_confirmation_pending
x=2.95 y=1.45 yaw=-0.0638894 score=0.988445 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=47571 reason=recovery_confirmed
x=2.95 y=1.45 yaw=-0.0648236 score=0.991297 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=55263 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0657578 score=0.990649 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=55167 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0666919 score=0.992197 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=56688 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0676261 score=0.992478 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=54564 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0685603 score=0.993697 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=59545 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0694945 score=0.99338 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=60808 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0704287 score=0.994268 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=60412 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0713629 score=0.988896 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=60974 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0722971 score=0.991146 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=61421 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0557779 score=0.98914 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=61428 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0567121 score=0.989796 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=58727 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0576463 score=0.990649 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=58327 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0585805 score=0.989442 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=58327 reason=tracking_pose_accepted
x=2.95 y=1.45 yaw=-0.0595147 score=0.989744 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=59175 reason=tracking_pose_accepted
