scan_sequence,timestamp_ns,angle_rad,range_m,intensity
1,1784943342966878000,1.86613882,1.58700001,46.0000000
1,1784943342966878000,1.85250318,1.58099997,47.0000000
1,1784943342966878000,1.83886802,1.57400000,47.0000000
1,1784943342966878000,1.82550514,1.57000005,48.0000000
1,1784943342966878000,1.81186998,1.56599998,48.0000000
1,1784943342966878000,1.79823434,1.56200004,49.0000000
1,1784943342966878000,1.78487194,1.55799997,48.0000000
1,1784943342966878000,1.77123630,1.55499995,49.0000000
1,1784943342966878000,1.75760114,1.55200005,49.0000000
1,1784943342966878000,1.74423826,1.54600000,48.0000000
1,1784943342966878000,1.73060310,1.54700005,47.0000000
1,1784943342966878000,1.71696746,1.54100001,49.0000000
1,1784943342966878000,1.70360506,1.53999996,49.0000000
1,1784943342966878000,1.68996942,1.53799999,49.0000000
1,1784943342966878000,1.67633426,1.53499997,49.0000000
1,1784943342966878000,1.66297138,1.53600001,49.0000000
1,1784943342966878000,1.64933622,1.53299999,49.0000000
1,1784943342966878000,1.63570058,1.53100002,50.0000000
1,1784943342966878000,1.62233818,1.52900004,50.0000000
1,1784943342966878000,1.60870254,1.53100002,50.0000000
1,1784943342966878000,1.59506738,1.52900004,50.0000000
1,1784943342966878000,1.58170450,1.52999997,50.0000000
1,1784943342966878000,1.56806934,1.53100002,50.0000000
1,1784943342966878000,1.55443370,1.53100002,50.0000000
1,1784943342966878000,1.54107130,1.53299999,49.0000000
1,1784943342966878000,1.52743566,1.53199995,50.0000000
1,1784943342966878000,1.51380050,1.53299999,50.0000000
1,1784943342966878000,1.50071037,1.53600001,50.0000000
1,1784943342966878000,1.48734796,1.53799999,50.0000000
1,1784943342966878000,1.47398508,1.53999996,50.0000000
1,1784943342966878000,1.46034992,1.54299998,50.0000000
1,1784943342966878000,1.44698703,1.54600000,50.0000000
1,1784943342966878000,1.43335187,1.54999995,51.0000000
1,1784943342966878000,1.41998899,1.55299997,51.0000000
1,1784943342966878000,1.40635383,1.55900002,50.0000000
1,1784943342966878000,1.39299095,1.56299996,50.0000000
1,1784943342966878000,1.37962806,1.58700001,41.0000000
1,1784943342966878000,1.36599290,1.59099996,16.0000000
1,1784943342966878000,1.35263002,0.00000000,25.0000000
1,1784943342966878000,1.33899486,0.00000000,26.0000000
1,1784943342966878000,1.32563198,4.62599993,25.0000000
1,1784943342966878000,1.31199682,4.64599991,25.0000000
1,1784943342966878000,1.29863393,4.65999985,25.0000000
1,1784943342966878000,1.28527153,4.68300009,25.0000000
1,1784943342966878000,1.27163589,4.70699978,24.0000000
1,1784943342966878000,1.25827348,4.72900009,23.0000000
1,1784943342966878000,1.24463785,4.74700022,22.0000000
1,1784943342966878000,1.23127544,4.77199984,23.0000000
1,1784943342966878000,1.21763980,4.79899979,24.0000000
1,1784943342966878000,1.20427740,4.82800007,22.0000000
1,1784943342966878000,1.19064176,4.86299992,23.0000000
1,1784943342966878000,1.17727935,4.88899994,22.0000000
1,1784943342966878000,1.16391647,4.92299986,23.0000000
1,1784943342966878000,1.15028131,4.95200014,21.0000000
1,1784943342966878000,1.13691843,4.98400021,21.0000000
1,1784943342966878000,1.12328327,5.02099991,22.0000000
1,1784943342966878000,1.10992038,5.05399990,23.0000000
1,1784943342966878000,1.09628522,5.09499979,22.0000000
1,1784943342966878000,1.08292234,5.13500023,22.0000000
1,1784943342966878000,1.06955945,5.18100023,22.0000000
1,1784943342966878000,1.05592430,5.21999979,21.0000000
1,1784943342966878000,1.04256141,5.26599979,20.0000000
1,1784943342966878000,1.02892625,5.31300020,20.0000000
1,1784943342966878000,1.01556337,5.35699987,19.0000000
1,1784943342966878000,1.00192821,5.40600014,18.0000000
1,1784943342966878000,0.988565266,0.00000000,22.0000000
1,1784943342966878000,0.974930108,1.97700000,21.0000000
1,1784943342966878000,0.961839974,1.83599997,27.0000000
1,1784943342966878000,0.948477566,1.74300003,16.0000000
1,1784943342966878000,0.934841931,1.64300001,34.0000000
1,1784943342966878000,0.921206772,1.54600000,13.0000000
1,1784943342966878000,0.907571137,1.45899999,23.0000000
1,1784943342966878000,0.894208729,1.39699996,44.0000000
1,1784943342966878000,0.880573094,1.33399999,19.0000000
1,1784943342966878000,0.866937935,1.25699997,19.0000000
1,1784943342966878000,0.853302300,1.18200004,24.0000000
1,1784943342966878000,0.839667141,1.17200005,45.0000000
1,1784943342966878000,0.826304257,1.14600003,23.0000000
1,1784943342966878000,0.812669098,0.00000000,44.0000000
1,1784943342966878000,0.799033463,1.69500005,45.0000000
1,1784943342966878000,0.785398304,1.67200005,46.0000000
1,1784943342966878000,0.771762669,1.65199995,46.0000000
1,1784943342966878000,0.758400261,1.63199997,46.0000000
1,1784943342966878000,0.744764626,1.61600006,47.0000000
1,1784943342966878000,0.731129467,1.59500003,47.0000000
1,1784943342966878000,0.717493832,1.57400000,47.0000000
1,1784943342966878000,0.703858674,1.55999994,47.0000000
1,1784943342966878000,0.690495789,1.53999996,47.0000000
1,1784943342966878000,0.676860631,1.52600002,48.0000000
1,1784943342966878000,0.663224995,1.50999999,46.0000000
1,1784943342966878000,0.649589837,1.49800003,47.0000000
1,1784943342966878000,0.635954201,1.48099995,47.0000000
1,1784943342966878000,0.622591794,1.46899998,48.0000000
1,1784943342966878000,0.608956158,1.45500004,47.0000000
1,1784943342966878000,0.595321000,1.43900001,47.0000000
1,1784943342966878000,0.581685364,1.42900002,47.0000000
1,1784943342966878000,0.568050206,1.41900003,47.0000000
1,1784943342966878000,0.554687321,1.40799999,48.0000000
1,1784943342966878000,0.541052163,1.39400005,47.0000000
1,1784943342966878000,0.527416527,1.38600004,49.0000000
1,1784943342966878000,0.513781369,1.37300003,49.0000000
1,1784943342966878000,0.500145733,1.36500001,50.0000000
1,1784943342966878000,0.486783326,1.35699999,50.0000000
1,1784943342966878000,0.473147690,1.34800005,50.0000000
1,1784943342966878000,0.459512532,1.33800006,50.0000000
1,1784943342966878000,0.445876896,1.33299994,51.0000000
1,1784943342966878000,0.432241738,1.32200003,51.0000000
1,1784943342966878000,0.419424355,1.30999994,32.0000000
1,1784943342966878000,0.405789196,1.30999994,18.0000000
1,1784943342966878000,0.392153561,0.00000000,16.0000000
1,1784943342966878000,0.378245652,1.15999997,33.0000000
1,1784943342966878000,0.364610016,1.14499998,53.0000000
1,1784943342966878000,0.350702107,1.15600002,34.0000000
1,1784943342966878000,0.337066948,1.17299998,22.0000000
1,1784943342966878000,0.323158562,1.18299997,19.0000000
1,1784943342966878000,0.309523404,1.19299996,47.0000000
1,1784943342966878000,0.295887768,1.18200004,49.0000000
1,1784943342966878000,0.281979859,1.18200004,24.0000000
1,1784943342966878000,0.268344223,1.16999996,16.0000000
1,1784943342966878000,0.254436314,1.14999998,16.0000000
1,1784943342966878000,0.240801156,1.13999999,34.0000000
1,1784943342966878000,0.226892769,1.12000000,56.0000000
1,1784943342966878000,0.213257611,1.13399994,36.0000000
1,1784943342966878000,0.199621975,1.14999998,29.0000000
1,1784943342966878000,0.185714066,1.15799999,29.0000000
1,1784943342966878000,0.172078431,1.16700006,27.0000000
1,1784943342966878000,0.158170521,1.17999995,37.0000000
1,1784943342966878000,0.144534886,1.16999996,55.0000000
1,1784943342966878000,0.130626976,1.16900003,52.0000000
1,1784943342966878000,0.116991825,1.16799998,31.0000000
1,1784943342966878000,0.103083439,1.15799999,23.0000000
1,1784943342966878000,0.0894482806,1.14199996,21.0000000
1,1784943342966878000,0.0758126453,1.13699996,21.0000000
1,1784943342966878000,0.0619047321,1.12600005,26.0000000
1,1784943342966878000,0.0482690968,1.12000000,44.0000000
1,1784943342966878000,0.0343611874,1.10200000,58.0000000
1,1784943342966878000,0.0207260288,1.10800004,47.0000000
1,1784943342966878000,0.00681764307,1.12300003,33.0000000
1,1784943342966878000,-0.00681751547,1.13600004,31.0000000
1,1784943342966878000,-0.0204531513,1.14699996,38.0000000
1,1784943342966878000,-0.0343610607,1.14499998,52.0000000
1,1784943342966878000,-0.0479966961,1.13600004,57.0000000
1,1784943342966878000,-0.0619046055,1.14300001,46.0000000
1,1784943342966878000,-0.0755397603,1.13300002,49.0000000
1,1784943342966878000,-0.0894481465,1.13300002,30.0000000
1,1784943342966878000,-0.103083305,1.12800002,32.0000000
1,1784943342966878000,-0.116991691,1.11899996,45.0000000
1,1784943342966878000,-0.130081356,1.10300004,59.0000000
1,1784943342966878000,-0.143716991,1.10899997,49.0000000
1,1784943342966878000,-0.157352149,1.11699998,23.0000000
1,1784943342966878000,-0.170987785,1.12899995,14.0000000
1,1784943342966878000,-0.184622943,1.15600002,13.0000000
1,1784943342966878000,-0.198258579,1.17100000,15.0000000
1,1784943342966878000,-0.211893737,1.19200003,32.0000000
1,1784943342966878000,-0.225529373,1.18799996,55.0000000
1,1784943342966878000,-0.239164531,1.18499994,49.0000000
1,1784943342966878000,-0.252800167,1.19099998,41.0000000
1,1784943342966878000,-0.266435325,1.18599999,38.0000000
1,1784943342966878000,-0.280070961,1.17600000,43.0000000
1,1784943342966878000,-0.293706119,1.16299999,53.0000000
1,1784943342966878000,-0.307341754,1.15799999,56.0000000
1,1784943342966878000,-0.320976913,1.16199994,24.0000000
1,1784943342966878000,-0.334612548,1.18799996,12.0000000
1,1784943342966878000,-0.348247707,1.21700001,13.0000000
1,1784943342966878000,-0.361882865,1.24800003,17.0000000
1,1784943342966878000,-0.375518501,1.25899994,41.0000000
1,1784943342966878000,-0.389153659,1.25000000,54.0000000
1,1784943342966878000,-0.402789295,1.25399995,34.0000000
1,1784943342966878000,-0.416424453,1.25600004,31.0000000
1,1784943342966878000,-0.430060089,1.24800003,40.0000000
1,1784943342966878000,-0.443695247,1.23000002,54.0000000
1,1784943342966878000,-0.457330883,1.23000002,37.0000000
1,1784943342966878000,-0.470966041,1.24500000,16.0000000
1,1784943342966878000,-0.484601676,0.00000000,36.0000000
1,1784943342966878000,-0.498236835,1.39900005,49.0000000
1,1784943342966878000,-0.511872470,1.41299999,49.0000000
1,1784943342966878000,-0.525507629,1.42200005,48.0000000
1,1784943342966878000,-0.539143264,1.43200004,48.0000000
1,1784943342966878000,-0.552778423,1.44400001,48.0000000
1,1784943342966878000,-0.566414058,1.45799994,47.0000000
1,1784943342966878000,-0.580049217,1.47200000,47.0000000
1,1784943342966878000,-0.593684852,1.48500001,47.0000000
1,1784943342966878000,-0.607320011,1.49800003,47.0000000
1,1784943342966878000,-0.620955169,1.51199996,46.0000000
1,1784943342966878000,-0.634590805,1.52900004,46.0000000
1,1784943342966878000,-0.648225963,1.54499996,45.0000000
1,1784943342966878000,-0.662134349,1.56099999,45.0000000
1,1784943342966878000,-0.675224006,1.58200002,45.0000000
1,1784943342966878000,-0.688859642,1.59899998,45.0000000
1,1784943342966878000,-0.702767551,1.61800003,45.0000000
1,1784943342966878000,-0.716675937,1.63900006,45.0000000
1,1784943342966878000,-0.730583847,1.66299999,45.0000000
1,1784943342966878000,-0.744219482,1.68099999,44.0000000
1,1784943342966878000,-0.758127391,1.70500004,44.0000000
1,1784943342966878000,-0.772035301,1.72899997,44.0000000
1,1784943342966878000,-0.785943687,1.75399995,44.0000000
1,1784943342966878000,-0.799578846,1.77900004,46.0000000
1,1784943342966878000,-0.813487232,1.76999998,43.0000000
1,1784943342966878000,-0.827395141,1.74800003,45.0000000
1,1784943342966878000,-0.841303051,1.73000002,46.0000000
1,1784943342966878000,-0.855211437,1.71200001,46.0000000
1,1784943342966878000,-0.868846595,1.69200003,46.0000000
1,1784943342966878000,-0.882754505,1.67600000,47.0000000
1,1784943342966878000,-0.896662891,1.65600002,47.0000000
1,1784943342966878000,-0.910570800,1.64400005,48.0000000
1,1784943342966878000,-0.924206436,1.62600005,48.0000000
1,1784943342966878000,-0.938114345,1.60899997,49.0000000
1,1784943342966878000,-0.952022254,1.59700000,49.0000000
1,1784943342966878000,-0.965930641,1.58200002,49.0000000
1,1784943342966878000,-0.979565799,1.56900001,49.0000000
1,1784943342966878000,-0.993474185,1.55400002,48.0000000
1,1784943342966878000,-1.00738204,1.54100001,48.0000000
1,1784943342966878000,-1.02128994,1.52900004,49.0000000
1,1784943342966878000,-1.03519833,1.51600003,48.0000000
1,1784943342966878000,-1.04883349,1.50600004,48.0000000
1,1784943342966878000,-1.06274188,1.49500000,48.0000000
1,1784943342966878000,-1.07664979,1.48199999,49.0000000
1,1784943342966878000,-1.09055769,1.47300005,50.0000000
1,1784943342966878000,-1.10419333,1.46099997,49.0000000
1,1784943342966878000,-1.11810124,1.45200002,49.0000000
1,1784943342966878000,-1.13200963,1.44599998,49.0000000
1,1784943342966878000,-1.14591753,1.43799996,49.0000000
1,1784943342966878000,-1.15955269,1.42900002,49.0000000
1,1784943342966878000,-1.17346108,1.42100000,50.0000000
1,1784943342966878000,-1.18736899,1.41499996,50.0000000
1,1784943342966878000,-1.20127738,1.40699995,50.0000000
1,1784943342966878000,-1.21518528,1.39800000,49.0000000
1,1784943342966878000,-1.22800267,1.39199996,50.0000000
1,1784943342966878000,-1.24191058,1.38600004,51.0000000
1,1784943342966878000,-1.25581896,1.38199997,52.0000000
1,1784943342966878000,-1.26972687,1.37500000,52.0000000
1,1784943342966878000,-1.28363478,1.36899996,52.0000000
1,1784943342966878000,-1.29754317,1.36300004,53.0000000
1,1784943342966878000,-1.31145108,1.35899997,54.0000000
1,1784943342966878000,-1.32535899,1.35599995,55.0000000
1,1784943342966878000,-1.33926737,1.35000002,54.0000000
1,1784943342966878000,-1.35317528,1.34800005,55.0000000
1,1784943342966878000,-1.36708367,1.34300005,55.0000000
1,1784943342966878000,-1.38099158,1.34000003,56.0000000
1,1784943342966878000,-1.39489949,1.33899999,55.0000000
1,1784943342966878000,-1.40908062,1.33899999,55.0000000
1,1784943342966878000,-1.42298853,1.33399999,55.0000000
1,1784943342966878000,-1.43689644,1.33299994,55.0000000
1,1784943342966878000,-1.45080483,1.32900000,55.0000000
1,1784943342966878000,-1.46471274,1.33099997,55.0000000
1,1784943342966878000,-1.47862113,1.32799995,55.0000000
1,1784943342966878000,-1.49252903,1.32700002,55.0000000
1,1784943342966878000,-1.50643694,1.32700002,55.0000000
1,1784943342966878000,-1.52034533,1.32700002,55.0000000
1,1784943342966878000,-1.53425324,1.32500005,55.0000000
1,1784943342966878000,-1.54816115,1.32500005,55.0000000
1,1784943342966878000,-1.56206954,1.32400000,54.0000000
1,1784943342966878000,-1.57597744,1.32700002,55.0000000
1,1784943342966878000,-1.59015858,1.32599998,55.0000000
1,1784943342966878000,-1.60406649,1.32700002,55.0000000
1,1784943342966878000,-1.61797440,1.32900000,55.0000000
1,1784943342966878000,-1.63188279,1.33000004,54.0000000
1,1784943342966878000,-1.64579070,1.33000004,54.0000000
1,1784943342966878000,-1.65969861,1.33399999,55.0000000
1,1784943342966878000,-1.67360699,1.33500004,54.0000000
1,1784943342966878000,-1.68751490,1.33700001,54.0000000
1,1784943342966878000,-1.70142329,1.33899999,54.0000000
1,1784943342966878000,-1.71533120,1.34200001,53.0000000
1,1784943342966878000,-1.72923911,1.34500003,53.0000000
1,1784943342966878000,-1.74314749,1.34899998,53.0000000
1,1784943342966878000,-1.75705588,1.35300004,53.0000000
1,1784943342966878000,-1.77123606,1.35899997,53.0000000
1,1784943342966878000,-1.78432620,1.36399996,53.0000000
1,1784943342966878000,-1.79823458,1.36600006,53.0000000
1,1784943342966878000,-1.81214297,1.36899996,50.0000000
1,1784943342966878000,-1.82605040,1.37500000,52.0000000
1,1784943342966878000,-1.83995879,1.38100004,53.0000000
1,1784943342966878000,-1.85386717,1.38900006,53.0000000
1,1784943342966878000,-1.86777461,1.39300001,52.0000000
1,1784943342966878000,-1.88168299,1.40199995,52.0000000
1,1784943342966878000,-1.89559138,1.41100001,52.0000000
1,1784943342966878000,-1.90949976,1.41499996,52.0000000
1,1784943342966878000,-1.92367995,1.42499995,52.0000000
1,1784943342966878000,-1.93758833,1.43400002,52.0000000
1,1784943342966878000,-1.95149672,1.44200003,52.0000000
1,1784943342966878000,-1.96540415,1.45200002,52.0000000
1,1784943342966878000,-1.97931254,1.46200001,51.0000000
1,1784943342966878000,-1.99322093,1.47399998,51.0000000
1,1784943342966878000,-2.00712848,1.48199999,49.0000000
1,1784943342966878000,-2.02103686,1.49300003,49.0000000
1,1784943342966878000,-2.03494525,1.50199997,49.0000000
1,1784943342966878000,-2.04885268,1.51100004,48.0000000
1,1784943342966878000,-2.06303382,1.52400005,47.0000000
1,1784943342966878000,-2.07694221,1.53299999,47.0000000
1,1784943342966878000,-2.09084964,1.54200006,46.0000000
1,1784943342966878000,-2.10475802,1.55400002,46.0000000
1,1784943342966878000,-2.11866641,1.56799996,46.0000000
1,1784943342966878000,-2.13257480,1.58399999,46.0000000
1,1784943342966878000,-2.14648223,1.59800005,46.0000000
1,1784943342966878000,-2.16039062,1.61399996,46.0000000
1,1784943342966878000,-2.17429900,1.62699997,45.0000000
1,1784943342966878000,-2.18820643,1.64600003,45.0000000
1,1784943342966878000,-2.20238757,1.66400003,45.0000000
1,1784943342966878000,-2.21629596,1.68200004,45.0000000
1,1784943342966878000,-2.23020339,1.70299995,46.0000000
1,1784943342966878000,-2.24411178,1.72099996,45.0000000
1,1784943342966878000,-2.25802016,1.74399996,44.0000000
1,1784943342966878000,-2.27192760,1.76699996,44.0000000
1,1784943342966878000,-2.28583598,1.78900003,44.0000000
1,1784943342966878000,-2.29974437,1.81400001,43.0000000
1,1784943342966878000,-2.31365180,1.83700001,43.0000000
2,1784943343808144000,3.12413931,1.48899996,52.0000000
2,1784943343808144000,3.10859489,1.49199998,53.0000000
2,1784943343808144000,3.09359598,1.49500000,52.0000000
2,1784943343808144000,3.07832432,1.49800003,53.0000000
2,1784943343808144000,3.06305265,1.50100005,53.0000000
2,1784943343808144000,3.04805374,1.50500000,53.0000000
2,1784943343808144000,3.03278232,1.50899994,53.0000000
2,1784943343808144000,3.01751065,1.50999999,53.0000000
2,1784943343808144000,3.00223899,1.51400006,53.0000000
2,1784943343808144000,2.98724008,1.51699996,53.0000000
2,1784943343808144000,2.97196841,1.51999998,52.0000000
2,1784943343808144000,2.95669675,1.52600002,52.0000000
2,1784943343808144000,2.94142509,1.53499997,52.0000000
2,1784943343808144000,2.92642617,1.53900003,52.0000000
2,1784943343808144000,2.91115451,1.54299998,52.0000000
2,1784943343808144000,2.89588284,1.55100000,52.0000000
2,1784943343808144000,2.88061142,1.55799997,51.0000000
2,1784943343808144000,2.86561251,1.56299996,51.0000000
2,1784943343808144000,2.85034084,1.54100001,30.0000000
2,1784943343808144000,2.83506918,0.00000000,35.0000000
2,1784943343808144000,2.81979752,3.05999994,34.0000000
2,1784943343808144000,2.80479860,3.07299995,34.0000000
2,1784943343808144000,2.78952694,3.09299994,34.0000000
2,1784943343808144000,2.77425528,3.11299992,33.0000000
2,1784943343808144000,2.75898361,3.13199997,32.0000000
2,1784943343808144000,2.74398470,3.15100002,33.0000000
2,1784943343808144000,2.72871304,3.17199993,33.0000000
2,1784943343808144000,2.71344161,3.19600010,33.0000000
2,1784943343808144000,2.69816995,3.21600008,32.0000000
2,1784943343808144000,2.68317103,3.24300003,31.0000000
2,1784943343808144000,2.66789937,3.23300004,22.0000000
2,1784943343808144000,2.65262771,0.00000000,13.0000000
2,1784943343808144000,2.63735604,3.07800007,14.0000000
2,1784943343808144000,2.62235713,2.99300003,12.0000000
2,1784943343808144000,2.60708547,2.92199993,14.0000000
2,1784943343808144000,2.59181380,2.84599996,13.0000000
2,1784943343808144000,2.57654214,2.77900004,15.0000000
2,1784943343808144000,2.56154323,2.71700001,17.0000000
2,1784943343808144000,2.54627180,2.65400004,15.0000000
2,1784943343808144000,2.53100014,2.58599997,7.00000000
2,1784943343808144000,2.51572847,2.50600004,16.0000000
2,1784943343808144000,2.50018406,2.45099998,30.0000000
2,1784943343808144000,2.48491240,2.40400004,35.0000000
2,1784943343808144000,2.46964073,2.35700011,36.0000000
2,1784943343808144000,2.45436931,2.31500006,38.0000000
2,1784943343808144000,2.43909764,2.27300000,39.0000000
2,1784943343808144000,2.42382598,2.23900008,40.0000000
2,1784943343808144000,2.40855432,2.20499992,40.0000000
2,1784943343808144000,2.39328265,2.17199993,40.0000000
2,1784943343808144000,2.37801099,2.14199996,42.0000000
2,1784943343808144000,2.36273932,2.11299992,41.0000000
2,1784943343808144000,2.34746790,2.08400011,41.0000000
2,1784943343808144000,2.33219624,2.05800009,41.0000000
2,1784943343808144000,2.31692457,2.02900004,40.0000000
2,1784943343808144000,2.30138016,2.00699997,32.0000000
2,1784943343808144000,2.28610849,1.97700000,39.0000000
2,1784943343808144000,2.27083707,1.95500004,38.0000000
2,1784943343808144000,2.25556540,1.93099999,41.0000000
2,1784943343808144000,2.24029374,1.90799999,41.0000000
2,1784943343808144000,2.22502208,1.88399994,42.0000000
2,1784943343808144000,2.20975041,1.86399996,42.0000000
2,1784943343808144000,2.19447875,1.84800005,37.0000000
2,1784943343808144000,2.17920709,1.81799996,31.0000000
2,1784943343808144000,2.16393542,1.80900002,43.0000000
2,1784943343808144000,2.14866376,1.79600000,34.0000000
2,1784943343808144000,2.13339210,1.77699995,38.0000000
2,1784943343808144000,2.11812043,1.76199996,45.0000000
2,1784943343808144000,2.10257602,1.74600005,46.0000000
2,1784943343808144000,2.08730483,1.72899997,47.0000000
2,1784943343808144000,2.07203317,1.71399999,46.0000000
2,1784943343808144000,2.05676150,1.70400000,47.0000000
2,1784943343808144000,2.04148984,1.69099998,44.0000000
2,1784943343808144000,2.02621818,1.67799997,43.0000000
2,1784943343808144000,2.01094651,1.67100000,46.0000000
2,1784943343808144000,1.99567497,1.65699995,46.0000000
2,1784943343808144000,1.98040330,1.64800000,45.0000000
2,1784943343808144000,1.96513164,1.63600004,45.0000000
2,1784943343808144000,1.94985998,1.62600005,45.0000000
2,1784943343808144000,1.93458831,1.61800003,45.0000000
2,1784943343808144000,1.91931665,1.61199999,45.0000000
2,1784943343808144000,1.90377223,1.60200000,45.0000000
2,1784943343808144000,1.88822830,1.59399998,45.0000000
2,1784943343808144000,1.87295663,1.58800006,46.0000000
2,1784943343808144000,1.85768497,1.58099997,47.0000000
2,1784943343808144000,1.84241331,1.57500005,47.0000000
2,1784943343808144000,1.82686889,1.57000005,48.0000000
2,1784943343808144000,1.81159723,1.56299996,49.0000000
2,1784943343808144000,1.79632556,1.55999994,48.0000000
2,1784943343808144000,1.78078115,1.55599999,49.0000000
2,1784943343808144000,1.76550949,1.55100000,49.0000000
2,1784943343808144000,1.75023782,1.54900002,49.0000000
