release_timestamp_ms,first_scan_after_release_ms,first_recovered_ms,stable_tracking_ms,success,timeout,final_position_error_m,final_heading_error_deg,final_score,final_state
1784856422272,438,438,622,true,false,0.049992799704997565,2.3923218148909795,0.988438487,TRACKING
