mission_command=START
[YDLIDAR] SDK initializing
[YDLIDAR] SDK has been initialized
[YDLIDAR] SDK Version: 1.2.7
[YDLIDAR] Lidar successfully connected [/dev/ttyS3:230400]
[YDLIDAR] Lidar running correctly! The health status: good
Current Lidar Model Code 151
[YDLIDAR] Baseplate device info
Firmware version: 1.2
Hardware version: 1
Model: Tmini Plus
Serial: 2025042300090381
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Lidar init success, Elapsed time 951 ms
[YDLIDAR] Create thread 0xA6A164C0
[YDLIDAR] Successed to start scan mode, Elapsed time 2096 ms
[YDLIDAR] Scan Frequency: 10.00Hz
[YDLIDAR] Fixed Size: 400
[YDLIDAR] Sample Rate: 4.00K
[YDLIDAR] Successed to check the lidar, Elapsed time 1 ms
[2026-07-25 01:11:27][info] [YDLIDAR] Now lidar is scanning...
lidar_state=RUNNING
x=2.05 y=2.05 yaw=-0.0436336 score=0.982211 valid=1 mode=global state=RECOVERED evaluated=15444 execution_us=896900 reason=initial_global_pose_accepted
x=2.05 y=2.05 yaw=-0.0620211 score=0.9851 valid=1 mode=tracking state=RECOVERED evaluated=831 execution_us=50990 reason=recovery_confirmation_pending
x=2.05 y=2.05 yaw=-0.0629552 score=0.981727 valid=1 mode=tracking state=RECOVERED evaluated=831 execution_us=48062 reason=recovery_confirmation_pending
x=2.05 y=2.05 yaw=-0.0638894 score=0.984222 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=51782 reason=recovery_confirmed
x=2.05 y=2.05 yaw=-0.0648236 score=0.987616 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=52891 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0483045 score=0.980126 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=52264 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0666919 score=0.980486 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=51919 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0501728 score=0.978576 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=52860 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0511069 score=0.981588 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=59620 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0520411 score=0.981581 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=60488 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0529753 score=0.982431 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=58891 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0539095 score=0.98302 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=60572 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0548437 score=0.980289 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=58799 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0557779 score=0.983643 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=62661 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.056712 score=0.981481 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=54995 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0576462 score=0.983966 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=56154 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0585804 score=0.981265 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=55740 reason=tracking_pose_accepted
x=2.05 y=2.05 yaw=-0.0595146 score=0.979404 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=55019 reason=tracking_pose_accepted
