release_timestamp_ms,first_scan_after_release_ms,first_recovered_ms,stable_tracking_ms,success,timeout,final_position_error_m,final_heading_error_deg,final_score,final_state
1784943578549,48,970,1132,true,false,0.00014233365835056742,0.11263195429428709,0.976283371,TRACKING
