mission_command=START
[YDLIDAR] SDK initializing
[YDLIDAR] SDK has been initialized
[YDLIDAR] SDK Version: 1.2.7
[YDLIDAR] Lidar successfully connected [/dev/ttyS3:230400]
[YDLIDAR] Lidar running correctly! The health status: good
Current Lidar Model Code 151
[YDLIDAR] Baseplate device info
Firmware version: 1.2
Hardware version: 1
Model: Tmini Plus
Serial: 2025042300090381
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Lidar init success, Elapsed time 979 ms
[YDLIDAR] Create thread 0xA69794C0
[YDLIDAR] Successed to start scan mode, Elapsed time 2097 ms
[YDLIDAR] Scan Frequency: 10.00Hz
[YDLIDAR] Fixed Size: 400
[YDLIDAR] Sample Rate: 4.00K
[YDLIDAR] Successed to check the lidar, Elapsed time 1 ms
[2026-07-25 06:35:18][info] [YDLIDAR] Now lidar is scanning...
lidar_state=RUNNING
x=2.1 y=2.05 yaw=-0.021817 score=0.978112 valid=1 mode=global state=RECOVERED evaluated=15444 execution_us=906205 reason=initial_global_pose_accepted
x=2.1 y=2.05 yaw=-0.0227511 score=0.981508 valid=1 mode=tracking state=RECOVERED evaluated=831 execution_us=50838 reason=recovery_confirmation_pending
x=2.1 y=2.05 yaw=-0.0236853 score=0.978483 valid=1 mode=tracking state=RECOVERED evaluated=831 execution_us=49269 reason=recovery_confirmation_pending
x=2.1 y=2.05 yaw=-0.0420728 score=0.97576 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=47866 reason=recovery_confirmed
x=2.1 y=2.05 yaw=-0.0255536 score=0.981977 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=58789 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0264878 score=0.981261 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=58568 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0274219 score=0.982024 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=61423 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0283561 score=0.979608 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=52153 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0292902 score=0.979407 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=52068 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0302244 score=0.976728 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=52283 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0311585 score=0.978791 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=51878 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0320927 score=0.97997 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=52732 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0330268 score=0.978791 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=53698 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.033961 score=0.977364 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=60317 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0174419 score=0.980008 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=59949 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.018376 score=0.979955 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=60716 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0193102 score=0.979863 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=60152 reason=tracking_pose_accepted
x=2.1 y=2.05 yaw=-0.0376976 score=0.982554 valid=1 mode=tracking state=TRACKING evaluated=831 execution_us=58133 reason=tracking_pose_accepted
