metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.05776406862211752,0.06028581035319309,0.06372003596235884,0.02689898435375585,0.08984885593437505,0.10016720759130134,0.037837022148445996,0.07769111509578905
heading_error_deg,8,1.396221350561258,0.9446902942936335,1.9255299080861843,1.325983170018114,3.646444362006838,3.9111780546135715,0.4139192716142561,2.3785234295082596
