metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.031398430695906504,0.04996445572631247,0.03961522414592426,0.024155838506791216,0.05031339909967368,0.05031874358247819,0.013503535104128439,0.04929332628768457
heading_error_deg,8,1.309969209571351,0.813151096162943,1.6971242274587777,1.0789862433796653,3.0809568585020886,3.3484934104095814,0.5106450145194773,2.109293404623225
