metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,1,0.000188669707121572,0.000188669707121572,0.000188669707121572,0,0.000188669707121572,0.000188669707121572,0.000188669707121572,0.000188669707121572
heading_error_deg,1,0.4199025278126357,0.4199025278126357,0.4199025278126357,0,0.4199025278126357,0.4199025278126357,0.4199025278126357,0.4199025278126357
