mission_command=START
[YDLIDAR] SDK initializing
[YDLIDAR] SDK has been initialized
[YDLIDAR] SDK Version: 1.2.7
[YDLIDAR] Lidar successfully connected [/dev/ttyS3:230400]
[YDLIDAR] Lidar running correctly! The health status: good
Current Lidar Model Code 151
[YDLIDAR] Baseplate device info
Firmware version: 1.2
Hardware version: 1
Model: Tmini Plus
Serial: 2025042300090381
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Lidar init success, Elapsed time 944 ms
[YDLIDAR] Create thread 0xA69584C0
[YDLIDAR] Successed to start scan mode, Elapsed time 2098 ms
[YDLIDAR] Scan Frequency: 10.00Hz
[YDLIDAR] Fixed Size: 400
[YDLIDAR] Sample Rate: 4.00K
[YDLIDAR] Successed to check the lidar, Elapsed time 0 ms
[2026-07-25 01:39:03][info] [YDLIDAR] Now lidar is scanning...
lidar_state=RUNNING
x=3.3 y=2.05 yaw=-0.0436336 score=0.975566 valid=1 mode=global state=RECOVERED evaluated=15444 execution_us=907007 reason=initial_global_pose_accepted
x=3.3 y=2.05 yaw=-0.0620211 score=0.979936 valid=1 mode=tracking state=RECOVERED evaluated=831 execution_us=51838 reason=recovery_confirmation_pending
x=3.3 y=2.05 yaw=-0.0455019 score=0.972345 valid=1 mode=tracking state=RECOVERED evaluated=807 execution_us=48394 reason=recovery_confirmation_pending
x=3.3 y=2.05 yaw=-0.0464361 score=0.977482 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=54379 reason=recovery_confirmed
x=3.3 y=2.05 yaw=-0.0473703 score=0.977714 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=57227 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0657577 score=0.979132 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=61690 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0492386 score=0.9752 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=61251 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0501728 score=0.97453 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=62110 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0511069 score=0.975312 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=51243 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0520411 score=0.975312 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=51231 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0529753 score=0.980544 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=53023 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0539095 score=0.977598 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=58623 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0548437 score=0.97796 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=59908 reason=tracking_pose_accepted
x=3.3 y=2.05 yaw=-0.0557779 score=0.982824 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=59618 reason=tracking_pose_accepted
x=3.29999 y=2.05 yaw=-0.0567121 score=0.978401 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=59092 reason=tracking_pose_accepted
x=3.29999 y=2.05 yaw=-0.0576462 score=0.978151 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=60020 reason=tracking_pose_accepted
x=3.29999 y=2.05 yaw=-0.0585804 score=0.977903 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=52177 reason=tracking_pose_accepted
x=3.29999 y=2.05 yaw=-0.0595146 score=0.98009 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=53775 reason=tracking_pose_accepted
