metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.03387892976000552,0.049960627678894726,0.04328201134487668,0.02693604693296042,0.06343890037235425,0.07067718255830052,0.013924426943427857,0.053833432576583184
heading_error_deg,8,110.8041765529139,110.87636824082827,110.82094064499293,1.9275227292395718,113.06260339900194,113.2854460842163,109.37624773227603,112.23210537355178
