mission_command=START
[YDLIDAR] SDK initializing
[YDLIDAR] SDK has been initialized
[YDLIDAR] SDK Version: 1.2.7
[YDLIDAR] Lidar successfully connected [/dev/ttyS3:230400]
[YDLIDAR] Lidar running correctly! The health status: good
Current Lidar Model Code 151
[YDLIDAR] Baseplate device info
Firmware version: 1.2
Hardware version: 1
Model: Tmini Plus
Serial: 2025042300090381
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Current scan frequency: 10.00Hz
[YDLIDAR] Lidar init success, Elapsed time 1038 ms
[YDLIDAR] Create thread 0xA698B4C0
[YDLIDAR] Successed to start scan mode, Elapsed time 2097 ms
[YDLIDAR] Scan Frequency: 10.00Hz
[YDLIDAR] Fixed Size: 400
[YDLIDAR] Sample Rate: 4.00K
[YDLIDAR] Successed to check the lidar, Elapsed time 1 ms
[2026-07-23 07:47:41][info] [YDLIDAR] Now lidar is scanning...
lidar_state=RUNNING
x=0.85 y=2.5 yaw=-0.0654502 score=0.984027 valid=1 mode=global state=RECOVERED evaluated=15444 execution_us=876421 reason=initial_global_pose_accepted
x=0.85 y=2.5 yaw=-0.0663844 score=0.980382 valid=1 mode=tracking state=RECOVERED evaluated=807 execution_us=47021 reason=recovery_confirmation_pending
x=0.85 y=2.5 yaw=-0.0673186 score=0.981611 valid=1 mode=tracking state=RECOVERED evaluated=807 execution_us=45652 reason=recovery_confirmation_pending
x=0.85 y=2.5 yaw=-0.0682528 score=0.982082 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45456 reason=recovery_confirmed
x=0.85 y=2.5 yaw=-0.069187 score=0.978106 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45752 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0701211 score=0.980996 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45498 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0710553 score=0.978604 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45446 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0719895 score=0.979665 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=44990 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0729237 score=0.979412 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45017 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0564046 score=0.977157 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45327 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0573387 score=0.981579 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=44454 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0582729 score=0.978554 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45097 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0592071 score=0.983017 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45791 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0601413 score=0.984479 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=44666 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0610755 score=0.979704 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45349 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0620097 score=0.982798 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=44863 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.0629438 score=0.981158 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45178 reason=tracking_pose_accepted
x=0.85 y=2.5 yaw=-0.063878 score=0.980088 valid=1 mode=tracking state=TRACKING evaluated=807 execution_us=45741 reason=tracking_pose_accepted
