metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,8,0.025041899221376774,0.025034707407351857,0.03535001043901637,0.024950481386638128,0.05003802190758459,0.05007173745186802,0.0065583239460674375,0.04352547449668611
heading_error_deg,8,0.7610193571577035,0.6514126435038643,0.9518099618252349,0.5716570138299982,1.5139578961640239,1.601624291967807,0.3375299148881073,1.1845087994272998
