metric,n,mean,median,rmse,standard_deviation,p95,maximum,confidence_interval_95_lower,confidence_interval_95_upper
position_error_m,1,0.049992800495707944,0.049992800495707944,0.049992800495707944,0,0.049992800495707944,0.049992800495707944,0.049992800495707944,0.049992800495707944
heading_error_deg,1,1.642325816118736,1.642325816118736,1.642325816118736,0,1.642325816118736,1.642325816118736,1.642325816118736,1.642325816118736
